Participant ID,Stim ID,Trial Condition,MCQ,recall score,recall
17,stimuli6,A.30s,0.4,0.5,"recommend a book""the journey within""， challenge myself"
17,stimuli7,A.30s,0.8,0.6,digital detox， non-tech area like bedroom and diningroom， walk or read instead of watching phone after wake-up
17,stimuli8,A.30s,0.4,0.6,enjoy cooking instead of seeing it as a chore， feel the food， mindful cooking more delicious food are made
17,stimuli9,B.60s,1,0.6,light travelling， minimalist， package less focus on more on travelling itself，physical and mental relax
18,stimuli1,A.30s,0.4,0.7,"The government has recently prepared to expand the public bicycle project. In the next few years, it will increase the number of public bicycles and stations. This project was launched three years ago. Government officials believe that this project will allow more residents to use public bicycles for travel. way"
18,stimuli2,C.90s,0.8,0.7,"Thank you for providing teaching content about STEM, encouraging students to do some hands-on robotic experiments, and cooperating with some companies to provide material resources. Students can participate in competitions in some countries. This study will be carried out in the coming year. The school hopes that this study can make students become more creative, parents also expressed strong support"
18,stimuli3,C.90s,0.8,0.7,"The government has launched a garden policy, and there are now more than 20 community gardens. Later, the number of gardens will be expanded, adding at least 5 community gardens in places where they are more needed. These community gardens have many benefits and can provide fresh fruits and vegetables, bringing freshness to crowded areas, and community volunteers will teach relevant courses to local residents. The costs of these expansions are borne by city grants and local businesses."
18,stimuli4,C.90s,1,0.7,"I will now describe some of my personal environmental plans. The first step is to reduce the use of disposable items and use reusable bags, containers, etc. Then, buy what I need so there are fewer leftovers. Next, add a trash can so less waste ends up in the landfill. Let's exchange ideas together and help each other. Remember, small actions can have a big positive impact."
18,stimuli5,B.60s,0.8,0.6,"Hi, fellow fitness enthusiasts, next I will share some methods that I find useful. First, set some realistic and achievable goals, which will make your fitness plan more measurable. Add some social help and it will put you in a better mood. Learn to rest and recover, something I’ve learned recently, and listen to your body."
18,stimuli6,B.60s,1,0.6,"I recently discovered a book called Journey Within. This book discusses the inner self and personal growth. In this book, the author gave some examples. While reading about the experiences of these people, I also reflected on it. what I encountered. Sharing books is a good thing. Come and share your favorite books and reading experiences."
18,stimuli7,B.60s,0.8,0.6,"In today's digital age, it seems difficult to stay away from digital products, but it is not. Recently, I have made some digital detox plans to make myself more exposed to real life. By reading more books, etc., the first thing I do when I wake up after sleeping is not Went to my phone and I got a lot of changes"
18,stimuli8,A.30s,0.8,0.6,"Cooking is something I do every day. But recently, I have begun to focus on cooking. From selecting fresh ingredients, paying attention to their color and appearance, to every step I take when chopping vegetables, listening to the sound of chopping vegetables, and watching them gather into small pieces, this process is very enjoy"
18,stimuli9,A.30s,0.8,0.6,"Traveling has always been something I am passionate about, and recently I have learned the benefits of packing less. Packing less items not only reduces my physical burden, but also makes my travel experience better. To pack less, first make a careful list and choose clothes that can adapt to various weather conditions."
19,stimuli1,A.30s,0.6,0.7,GPS tracking make bike safer， government hopes to promte sustainable urben transportation through such measures 20%
19,stimuli2,A.30s,0.6,0.7,a school promoting STEM education， parents are satistied， robotics
19,stimuli3,A.30s,0.6,0.7,community garden 20 gardens 5 more gardens volunteers fresh food reduce carbon emission
19,stimuli4,B.60s,0.6,0.7,reusable bags instead of plastic bags， planning meals means less food waste， food scrap goes to benefit garden， save money and reduce waste
19,stimuli5,B.60s,0.8,0.6,fitness， tips to stay motivated， realistic and attainable goals， share with each other， follow the commend of your body
19,stimuli6,B.60s,0.8,0.6,a book about self discovery， challenge authors original perspective， entertains and introspective， sharing a good book very benefitial
19,stimuli7,C.90s,0.8,0.8,digtal detox doesn't mean abandoning tech all at once， but rather a gradual process， such as setting a tech free zone and limiting device use， espicially in the bedroom and dining areas，focus when dinning， read a physical book in the morning
19,stimuli8,C.90s,0.8,0.8,mindful cooking， enjoy what you're doing， when choosing ingredients， take time to notice texture and color， when cut and stir， pay attention to what you're doing， since each dish is made with attention and care， they taste better
19,stimuli9,C.90s,1,0.7,less is more when packing for a traval， choosing versitile cloths and multifunctional items， only carrying a hand on bag easy to navigate through air port fully immerse in the scenery and culture， mindfulness
20,stimuli1,A.30s,0.2,0.6,"In order to promote bicycle travel, the government has put in a lot of bicycles."
20,stimuli2,A.30s,0.6,0.7,"Provide robotics classes to students, giving them the opportunity to be exposed to cutting-edge technology and participate in national-level competitions."
20,stimuli3,C.90s,0.6,0.8,"The city will build five new community gardens, which will be prioritized where they are needed more. There will be volunteers in the gardens teaching citizens how to plant. Gardens not only improve the happiness of citizens but also improve the greening level of the city."
20,stimuli4,C.90s,0.6,0.7,A person wants to contribute to the development of this world through his actions. He gives up disposable items and uses reusable bags; reduces food waste and only buys enough food to eat; and composts in the backyard. He also called on everyone to take action together to contribute to the world through action. He also welcomed everyone to exchange their own methods with each other.
20,stimuli5,C.90s,0.8,0.7,The author shared his experience on how to exercise: long-term and continuous exercise instead of blindly pursuing intensity. Finding exercise partners can help us persist in exercising and balance exercise and rest.
20,stimuli6,B.60s,0.8,0.7,"A man read a book called ""Inner Journey"", which touched him very much. This is a book about self-discovery. He believes that this book touches his heart and is worth reading. He called on everyone to share good books with each other."
20,stimuli7,B.60s,0.8,0.8,"In this highly digitalized era, the author attempts digital detoxification. He created technology-free places in his home, his dining room and bedroom, which improved his sleep quality and improved his appetite. He also tries to do some focused work in the morning instead of grabbing a device, such as reading a physics book or going for a walk."
20,stimuli8,B.60s,0.8,0.8,"The author tries to focus on cooking. He concentrates on feeling the colors and flavors of the ingredients while cooking. This cooking method makes him no longer regard cooking as a tiring labor but a kind of enjoyment, and the food produced in this way is also more delicious."
20,stimuli9,A.30s,0.4,0.7,How to carry less stuff when traveling i.e. simplify your luggage. This can be accomplished by making a list.
21,stimuli1,B.60s,0.8,0.8,"The government launched a bicycle program, deploying five hundred bicycles and equipping them with navigation systems and more effective safety systems. The number of cyclists has increased by 20%, which can effectively improve the problems of environmental pollution and traffic congestion, and promote national sports. In the future, the government plans to further promote the program and make cycling a part of urban culture."
21,stimuli2,A.30s,1,0.8,The school will launch a robotics activity to inspire students' passion for STEM. Students will have the opportunity to operate robots and participate in major competitions. The school will partner with some technology companies to successfully host the event. The principal and parents expressed support for the event.
21,stimuli3,A.30s,0.4,0.8,"The government will promote the previous garden plan and add five more gardens to the original 20 urban gardens. Citizens can grow vegetables and fruits in the garden under the guidance of volunteers. The garden will be equipped with advanced automated farming systems. Government officials expressed support for the plan. Urban gardens can add green to the city, alleviate air pollution and beautify the city."
21,stimuli4,A.30s,0.8,0.8,"Hello everyone! I made three moves to make my life more sustainable. The first is not using single-use plastic: I now use recyclable bags to store items. The second is to reduce food purchases: buying too much food will lead to waste, so I only buy what I need to eat. The third is to build a compost bin in the garden so that I can collect and utilize organic waste. Sustainable development is very important. I am curious about how you make your life sustainable. I hope to hear what you share."
21,stimuli5,C.90s,0.4,0.8,"I have been exercising for a while and found three important factors to maintain exercise. The first is a clear plan, which allows me to focus on my daily progress and gain satisfaction. The second is exercise partners, which can introduce social elements into exercise and stimulate your own exercise through peers; we have a exercise group where everyone encourages each other. The third is to pay attention to rest. It is important to continue to exercise, but proper rest and relaxation are also essential. I hope everyone can get active!"
21,stimuli6,C.90s,0.8,0.8,I would like to recommend a book called The journey within. This book tells the story of a protagonist’s journey on the emotional land. This book helped me learn a lot and start thinking about my own life choices. Rarely do I come across a book that is as entertaining as it is thought-provoking. I'm curious if any of you have read this book. Please share your reading experiences with me.
21,stimuli7,C.90s,0.8,0.6,"In today's information society, when we try to break away from electronic products, we find it very difficult but very rewarding. Digital detox doesn’t mean not using electronics at all, but finding a balance. I tried digital detox for a while. I established electronics-free zones in my home, especially in my bedroom and dining room; I noticed that the quality of my sleep and diet improved. I also try to find myself something practical to do every morning, like reading and exercising, instead of going straight to my phone. After digital detoxing for a while, my focus increased and I also found that I had more time to develop my hobbies."
21,stimuli8,B.60s,0.4,0.6,"Compared with simply cooking, I have recently fallen in love with the activity of cooking, which can calm my mind. I feel very peaceful when I feel the taste of the ingredients, the softness of the dough, and listen to the sound of cooking. I think I have fallen in love with this activity."
21,stimuli9,B.60s,0.8,0.8,"I now prefer to travel minimally, usually only carrying necessary clothing and items that can be used multiple times, and put them in a backpack. What minimalist travel requires most is careful planning. Now, I can spend more time enjoying the scenery instead of taking care of my luggage, which makes my trip more meaningful."
22,stimuli1,C.90s,1,0.8,"The city has helped reduce traffic jams by expanding its bicycle program (adding 500 new bikes and adding parking spots) and launching public safety campaigns to teach safe bicycling techniques, along with the distribution of helmets."
22,stimuli2,C.90s,1,0.8,"The school launched a project called STEM this week, which refers to science, technology, electronics, and mathematics. It includes activities for students to build robots independently. There will also be activities related to electronics and problem-solving later. This activity is supported by technology companies. The principal is very optimistic about this project because he feels that it can expose students to cutting-edge technology. Parents believe that this will help students enter the rapidly changing workplace. This project will be expanded in the coming years."
22,stimuli3,C.90s,0.8,0.8,"There are now 20 community garden projects, and five more will be added next year. These gardens add a green space to busy communities, reduce carbon footprints, and promote food production. The garden has raised flower beds for easy planting, which promotes neighborly relations, and volunteers teach planting techniques. The garden was built with funding from the city and local businesses."
22,stimuli4,A.30s,0.8,0.8,"The speaker talked about the sustainable changes he has made, including reducing reliance on single-use plastics, reducing food waste, setting up compost bins in the backyard, and the benefits of these changes to him and the environment. Finally, he hopes everyone will tell you what they have done. Some sustainable changes."
22,stimuli5,A.30s,0.2,0.8,"The audience is lovers of maintaining a healthy body. The speaker proposed several aspects to keep the exercise plan going with motivation. One is to set realistic and achievable goals, and the other is to find an exercise partner to supervise each other."
22,stimuli6,A.30s,1,0.8,"The audience is the reader. The speaker introduced the book ""Inner Journey"" he had recently read, which dealt with the theme of personal growth. The author feels that the inner struggles of the characters described in the book are very real, just like his own experience. The speaker hopes readers will share books they have read that have had a lasting impact. He felt happy to interact with people who liked literature."
22,stimuli7,B.60s,0.8,0.8,"Digital detoxification is not about completely getting rid of electronic products, but to find a balance between electronic life and daily life. The author started to implement the digital detoxification plan from the bedroom and dining room at home, and achieved results such as improving his ability and improving his sleep."
22,stimuli8,B.60s,0.8,0.6,"The author began to try to focus on cooking, that is, focusing all his attention on the sound, color and luster of the food while cooking. He later discovered that doing so made cooking a creative activity, the meals tasted better, and his life became more relaxed."
22,stimuli9,B.60s,1,0.8,"Travel is one of the things that the author feels passionate about. Years of travel experience have taught him to travel minimally. The first step in minimalist travel is to plan carefully, including packing multi-functional items to make your luggage more comfortable. lighter. Lighter luggage makes the travel experience better. The author feels that the memories of travel are much more important than the things you buy while traveling."
23,stimuli1,A.30s,0.8,0.7,city initiative， bicycle expansion， 500 more and GPS navigation， 20% more， transportation， ride， traffic
23,stimuli2,A.30s,0.8,0.8,school initiative， STEM， robotics program， tech companies， cutting-edge technology and fields， let students be innovators and leaders in the future field， let sudents be engaged in job earlier， building and programming， take part in national and regional competitions
23,stimuli3,B.60s,0.4,0.7,garden， 20 gardens now and 5 gardens to add， provide a platform for participants to show their fruits and vegetables， bed for plants
23,stimuli4,B.60s,0.8,0.6,sustainable measurements， reduce single-use plastic， set composit bins， share tips and ideas to be little greener
23,stimuli5,B.60s,1,0.7,Sustainable and balance workout ， instead of pushing ourselves to workout every day， we can have `have a more balance plan， setting goals and enjoy ， celebrate the progress each time， consistency is the most important ， finding workout partners ， rest and recovery
23,stimuli6,C.90s,0.8,0.7,the journey within， self-discovery， comlpex emotional landscape， challenge my own perspective， eager to see what you have been read lately， how nuporalist travel across， look into myself， not only entertainment but insightful， share your reading
23,stimuli7,C.90s,0.8,0.8,digital-detox， challenging but rewarding， hyper-connected， back into physical world， not abandon all the digital device but find a healthy balance， one of the most important is to establish digital-free zone especially bedroom and dining room， really improve the author's time when dining， have more time for habits， if you re planning for digital-detox， you can start from simple things like decreasing time using digital device gradually
23,stimuli8,C.90s,1,0.7,Mindful-cooking， not another chore but enjoyable and a creativity because with care and attention， put my attention when cooking focus on the texture， color， smell of the ingredients， stir， listen to the sound of the vegetables， quality ingredients， fresh food
23,stimuli9,A.30s,0.8,0.7,packing， light travel， numulist of packages， focus on tour， culture， and sights along the road， preperation， multifunctional clothes， train， airport， landscape
24,stimuli1,B.60s,0.6,0.8,"This is an energy-saving and emission-reducing self-study bicycle project. In the three years since it was planned, the number of cyclists has increased by 20%. Added GPS and safety upgrades to the bike."
24,stimuli2,A.30s,0.4,0.7,"This is a STEM course for students, making robots. Students are very interested in it, and teachers and parents are also supportive."
24,stimuli3,A.30s,0,0.6,"A community garden has been opened and classes are taught, which is beneficial"
24,stimuli4,A.30s,0.6,0.7,Make a sustainable daily practice of reducing waste by producing less garbage and using less disposable plastic bags
24,stimuli5,C.90s,1,0.8,"Share some useful and sustainable fitness methods for sports enthusiasts. Compared with being forced to exercise every day, I find that a gradual approach to exercise and maintaining sustainable motivation is more suitable. The first is to establish achievable goals and make progress little by little. The second is to find a fitness partner, encourage each other to exercise every day, check in together, and maintain the frequency of fitness."
24,stimuli6,C.90s,1,0.7,"Hello, friends who are reading, I would like to share a very good book that I read recently called journal-within. It is a book about self-growth and self-awareness. The self-awareness and struggle shown from the perspective of the protagonist also reminded me of some of the decisions I made in my own life, which was very real. I also hope that if you see any good books, you can recommend them to me so that we can communicate together."
24,stimuli7,C.90s,0.8,0.8,"In this era of rapid development of the Internet and rampant electronics, it is very difficult to take a step back and stay away from the Internet. But reducing your reliance on the internet is well worth it. This does not mean that you do not need technology at all, but that you can achieve a balance between technology and reality. I recently made an attempt to get away from the digital world and to be more connected to the real world. The first step is to create an electronics-free space at home, especially in the bedroom and living room. This has improved my sleep quality and allowed me to eat well in restaurants more often. I encourage everyone to try this, at least by browsing less social media."
24,stimuli8,B.60s,1,0.7,"Cooking with heart is something worth enjoying. Unlike cooking in a hurry, cooking with heart makes me pay more attention to the fresh vegetables, paying attention to the color, taste and texture of the vegetables. This is very relaxing and a very interesting activity."
24,stimuli9,B.60s,0.8,0.7,"I used to pack a lot of things when I traveled. Recently, I like to travel minimally and only bring necessary items. This allows me to focus more on the travel experience and local culture rather than material things."
25,stimuli1,B.60s,0.6,0.7,with the rising demand of green-transportations， more and more shared bycicles are provided for citizens. one cities provide 500 more shared bikes into the sheet. in the last three years， the use of shared bike increased about 30%. people prefer to use an environmental-friendly transportations.
25,stimuli2,A.30s,0.6,0.7,the school has lauched a new robic program to develope students understanding in science， technology， engineering and math (stem). it encourages students to find more careers with science and technology
25,stimuli3,A.30s,0.6,0.6,cities community garden projects. develope 20 community gardens in five years. plan to build five more gardens in the neighborhood. citizens can plant their own fruits and vegetables in the garden. they can have freash food to eat in their daily life
25,stimuli4,A.30s,0.4,0.4,buy things， cause a more waste
25,stimuli5,C.90s,0.6,0.6,goals. one is to manage， the second is to support. substance is important， the other one is also important
25,stimuli6,C.90s,1,0.6,share a book called travel within. a self-discovery introduction. what's your favorite books?
25,stimuli7,C.90s,0.8,0.7,i have found a healthier living styles. doesn't mean keep away from digital machines， but rather， keep a balance. leave the phone sometimes and keep in touch with the physical world. no longer watch the phone after waking up， but read a newspaper
25,stimuli8,B.60s,0.8,0.6,recently， I've enjoyed cooking， it is regarded as a way to relax and enjoy myself rather than a process i heve to finished. i bought fresh food and keep concentrating on the integrities， listening to the sound of vegetables cooking， feeling the smells of spices
25,stimuli9,B.60s,0.8,0.7,i enjoy traveling in recent years. now i can reduce more things i need and keep all my carryings into a single-carried bag. i don't need to carry a large luggage on the road and it becomes easier to travel
26,stimuli1,B.60s,0.8,0.7,a city plans to promote civils to go out by bike more for short trips to reduce pollution.they deliver 500 bikes， offering free helmets. the official hopes to lead the way of it.
26,stimuli2,B.60s,0.8,0.7,a high school lifted a program to help high school students more into science， technology and somethings(stem). this helps them have more advantages when in job market.parents are very supportive， and the school will support this program more.
26,stimuli3,A.30s,0,0.5,the city and other organizations are trying to improve the environments in city.
26,stimuli4,A.30s,0.6,0.6,a person changed his life style to a more environment-friendly， including using reusable bags， only buying what he needs to save money and reduce waste.
26,stimuli5,A.30s,0.6,0.6,a person is trying to keep exercising via different methods， including finding a partner， establishing a routine to check in.
26,stimuli6,C.90s,1,0.6,a person read a remarkable book Journey Within. this book helps him reflct on his life and decisons he made， and he benefited a lot.Then he expressed his wish to call for more people to share the good books they recently read， and stated some benefits of sharing books.
26,stimuli7,C.90s,0.8,0.6,the author decided to be isolated from digital devices for a while everyday. this makes him good. then he suggests people doing this like him.
26,stimuli8,C.90s,0.8,0.7,the author is trying to enjoy the process of cooking， instead of just regarding it as another chore. the meal he makes is more delicious since he is mindful about cooking.
26,stimuli9,B.60s,0.8,0.7,the author does not take lots of luggage during the travel. he learned this during his multiple travels. via this method， he can be more engaged into the experience of traveling.
27,stimuli1,C.90s,0.8,0.8,Bicycle， Green Initiative， Increasing awareness and improving lifestyle， Traffic COngestion， New booths opening， Reducing traffic congestion
27,stimuli2,B.60s,0.8,0.8,STEM Initiative， Tech Company Partnertship， Robotics， Programming and Coding. Robotics District and National Competitions， Parent's support， Future Job Market Preparation， Expected growth in the program， Principal has high hopes. Increased Funding
27,stimuli3,B.60s,0.8,0.7,Community gardens， Social Gathering， Carbon Footprint REDUCTION， helps people grow their own healthy food. Increased number of gardens.
27,stimuli4,B.60s,0.8,0.7,Sustainable Life， Lesser Wastage， Single Use Plastics reduced， Reusable ones like Bags are increased， Compost bin for food waste， Meal Planning to reduce food wastage. Want to share more ideas and gain more perspectives on sustainable living.
27,stimuli5,A.30s,0.8,0.6,Intense Excercise， Partner adding Social Aspect， Listening to the Body and resting accordingly.
27,stimuli6,A.30s,0.8,0.6,Nuanced Author， Deep exploration， Challenging perspectives， Helped appreciate deeply， Reader found the situation relatable
27,stimuli7,A.30s,1,0.7,Digital Detox， Focus， Analog Activities like Reading， No Tech Zones are bed room and Dining rooms，
27,stimuli8,C.90s,1,0.8,Cooking， Being Aware， Sound of Vegetables cooking， Colour and Texture of vegetables， the feeling of Dough，
27,stimuli9,C.90s,1,0.7,Truly Less is more， Versatile Clothing and Multi-use items， Less to worry about， Teaches to value experience over items
28,stimuli1,B.60s,0.6,0.7,the government will proviede 500 bikes ， and the residents will raise a compaign to support this initiative by giving educational workshop and distributing free helmets.
28,stimuli2,B.60s,0.8,0.8,the school starts an i initiative to enhance their stem courses by collaborating with some tech companies and lots of the parents are in support of this initiative . the students who participate in this program can receive some courses and have chance to participate in the regional and national competition
28,stimuli3,B.60s,0.2,0.7,the city garden initiative has built 20 city gargens across the city and its expansion will be 5 more gardens. the city gargen provides a place for residents to grow vegetable and fruits and to store some goods.
28,stimuli4,C.90s,0.8,0.7,the speaker has been in a low-waste lifestyle ， he/she shared what him/her did to practice his lifestyle(e.g. only buy the things he/she needed ， switch from one-used plastic bags to resusable bags) and encouraged the listeners to go after him/her.
28,stimuli5,C.90s,0.8,0.7,The speaker shared his/her new exercise style . the speaker strats to focus on consistency rather than the workout intensity and emphsized the benefits of a workout partner . finally， the speaker encouraged the listeners to take a sustainable and manageable way to exercise like him/her
28,stimuli6,C.90s,1,0.8,the author shared a book he/she read recently whose author stated the way of a person' internal journey and the author felt it was reflecting on himself/herself and encouraged his/her readers to share the books which touched them a lot and recommend.
28,stimuli7,A.30s,0.6,0.6,the author was trying to digital debox and it had some influence on his life quality and sleeping quality， when he/her trying not to use any digital devices.
28,stimuli8,A.30s,0.6,0.7,the speaker is doing mindful cooking.instead of regarding cooking as a chore which has to be done everyday， the speaker started to enjoy cooking and be careful to each beautiful thing in cooking like the smell， the sound， the color and so forth.and the speaker called the listeners to conduct mindful cooking
28,stimuli9,A.30s,0.6,0.7,the speaker is a traveller who adopted a new traveling way that is carefully planning.and this helped him/her a lot when travelling
29,stimuli1,C.90s,0.8,0.9,"The government of a city launched a public bicycle project to encourage people to travel green, especially for short trips within the city. It has been proven to be effective, increasing the usage rate by 20%, and adding GPS, reflective strips and other protective measures to the bicycles. The government will continue to carry out other activities to raise people's awareness, such as workshops and helmets distribution, to achieve protection. environmental purpose"
29,stimuli2,C.90s,0.8,0.9,"A school has carried out activities related to robots, and students can learn programming, circuits and other knowledge. The school and some robotics companies jointly organize activities, and students also have the opportunity to participate in local robotics competitions. The principal appreciates this activity because it allows students to be exposed to cutting-edge knowledge, and parents also appreciate it because it allows students to consider their future career plans in advance. The event is expected to grow in popularity."
29,stimuli3,A.30s,0.6,0.7,"Regarding building a city garden, the local government supports it, and residents can grow vegetables in it to improve their quality of life."
29,stimuli4,A.30s,0.6,0.8,"The author began to carry out environmental protection activities, including using reusable bags that can be recycled, reducing food waste, which has the greatest impact, and building some composite bins."
29,stimuli5,A.30s,0.6,0.8,"The author shares his thoughts on fitness. First, you should set achievable goals, not too extreme. Then, you should find a partner who will meet regularly to work out together. Finally, you should pay attention to rest and relaxation."
29,stimuli6,B.60s,1,0.8,"The author read a book he liked very much called Journey Within, which is about self-exploration and personal growth. The protagonist experienced various emotional events, which made the author reflect on himself and feel like he saw himself. At the same time, he also knows that everyone is reading this book, so he encourages everyone to discuss their thoughts together."
29,stimuli7,B.60s,0.8,0.9,"In this digital age, it is difficult for people to completely disconnect from the Internet. The author started an activity called digital detox. First, he set up a zero-digit zone at home, such as the dining table and bedroom, which helped him sleep and eat better. Second, he used reading and exercise to replace the use of mobile phones after getting up in the morning. The author feels that life has become better, and recommends readers to start small and try this."
29,stimuli8,B.60s,0.8,0.9,"The author has always regarded cooking as a troublesome chore, but recently started to enjoy cooking. The author begins to feel and pay attention to each step, paying attention to the material and color of the ingredients, the aroma of the seasonings, how to knead the dough, etc. This makes the author feel that cooking is a relaxing activity, and the food tastes better because cooking gets more attention and care."
29,stimuli9,C.90s,1,0.9,"The author describes that he likes to travel light and needs to plan carefully in advance and bring multi-functional clothes so that he can carry less clothes and worry less about his belongings, so that he can be more immersed in the journey and feel the true meaning of travel."
30,stimuli1,C.90s,0.8,0.8,The city promotes an eco-friendly transportation method which is expanding the public bicycle programs. They will increase the number of the public bicycles equipped with GPS and reflective materials， install larger bicycle parks， provide educational workshok and helmets. They believe it will reduce pollutions and encourage a healthier lifestyle.
30,stimuli2,B.60s,0.4,0.9,The school will provide a robotic learning program for students， cooperating with the technology company. Students will learn programming， electronics， and problem-solving skills. The school president and the parents highly acknowledges the program and believe it is useful for cultivating students for better career development.
30,stimuli3,B.60s,0.4,0.7,The city will expand the community graden program. It will increase 5 gardens. The gardens allow people to grow fresh vegetables and communicate with their neighbors. It is an eco-friendly method.
30,stimuli4,B.60s,0.4,0.7,The author introduces how he/she live a eco-friendly way by decreasing the usage of plastic bags， planing food to reduce leftovers.
30,stimuli5,A.30s,0.4,0.5,Workout with a partner
30,stimuli6,A.30s,0.4,0.7,share a book
30,stimuli7,A.30s,0.6,0.7,reduce using technology
30,stimuli8,C.90s,0.8,0.8,I ve been enjoying mindful cooking recently. Instead of considering of it as a chore， I enjoy the process. Before I cook， I distinguish the color， smell and status of the ingredients. I can cook better because I can focus on the process.
30,stimuli9,C.90s,0.8,0.9,Traveling light helps me enjoy the travel better which I can focus more on the culture without thinking too much on what I should collect. I usually list the necessary materials list and make the package as much as possible minimum.
31,stimuli1,B.60s,0.8,0.8,"The city added shared bicycles to achieve environmental protection, adding 500 new bicycles"
31,stimuli2,B.60s,0.8,0.9,"Create a robotics course, build your own robot, and participate in robotics competitions. The principal is very supportive and provides employment assistance."
31,stimuli3,B.60s,0.8,0.8,"New urban gardens, the benefits of gardens to neighborhood relations, vegetable production and the ecological environment, courses to teach residents how to grow vegetables, support from government officials, and funds donated from outside"
31,stimuli4,C.90s,0.6,0.8,"The author forms a sustainable lifestyle. The first is to use reusable bags and bags. The second is to reduce food waste and only buy enough for yourself. The third is to build a garbage shovel and use waste materials. Nourish the garden, and finally hope to exchange opinions with everyone to create an environmentally friendly community."
31,stimuli5,C.90s,1,0.7,"The author talks about three key factors in achieving his goals. The first is to set realistic and achievable goals, the second is to find a like-minded partner, and the third is to realize the importance of rest and keep chasing dreams. Balance with rest to achieve goals healthily and reasonably"
31,stimuli6,C.90s,0.8,0.8,"The author introduces a book he has read recently. It tells the story of the protagonist's self-growth and self-exploration. It is both humorous and profound. Finally, he hopes everyone can share the book he has read recently."
31,stimuli7,A.30s,0.4,0.7,It is more challenging to stay away from electronic devices. The author thought of a way to stay away from electronic devices and obtain higher quality sleep and regular work and rest.
31,stimuli8,A.30s,0.8,0.6,The author began to focus on the process of cooking and gained a wonderful feeling
31,stimuli9,A.30s,0.6,0.5,Introduction to special forces tourism
32,stimuli1,C.90s,0.4,0.7,Urban traffic management mainly involves the placement and use of bicycles. The government will also add positioning to bicycles.
32,stimuli2,C.90s,0.8,0.9,"The school will carry out a robotics project, focusing on subjects such as mathematics. It will also cooperate with some technology companies and participate in some domestic and foreign competitions. It has received widespread support from parents. There will be some courses for early training during the summer camp. The school aims to Cultivating students into innovative talents"
32,stimuli3,B.60s,0.4,0.6,"The community garden project will release 5 plants to the places where they are most needed, and tells some about the significance of community gardens."
32,stimuli4,B.60s,0.4,0.7,"The speaker changed his lifestyle to become more sustainable, using less single-use plastic and learning more about what others were doing"
32,stimuli5,B.60s,0.6,0.7,"The topic is exercise, including specific practices such as finding an exercise partner and setting goals, and ends with recommendations for readers"
32,stimuli6,A.30s,0.8,0.7,"This article introduces a novel that the author likes, including the title of the book and the most attractive parts and themes of the author."
32,stimuli7,A.30s,0.8,0.6,Digital detoxification in modern society and the changes for the author himself
32,stimuli8,A.30s,0.6,0.8,"The theme is cooking. The author has recently fallen in love with cooking, thinking it is fun and looking for fresh ingredients."
32,stimuli9,C.90s,0.4,0.8,"The theme is travel. Recently, the author has fallen in love with traveling light and shared his packing experiences and methods, as well as the fun these brought him."